Trip_ID,Travel_Date,Year,Month,Season,Origin_Country,Destination_Country,Traveler_Age_Group,Traveler_Gender,Group_Type,Group_Size,Travel_Purpose,Travel_Mode,Duration_Days,Accommodation_Type,Booking_Channel,Visa_Type,Travel_Insurance,Climate_Preference,Primary_Attraction,Total_Spend_USD,Flight_Cost_USD,Accommodation_Cost_USD,Food_Cost_USD,Activities_Cost_USD,Payment_Method,Advance_Booking_Days,Repeat_Visitor,Used_Travel_App,Rating_Out_Of_5,Satisfaction_Level,Would_Recommend,Number_Of_Attractions_Visited,Local_Transport_Used,Sustainable_Tourism_Choice
TRP106110,12-07-2022,2022,7,Summer,South Africa,Australia,65+,Male,Couple,7,Adventure,Road Trip,16,Camping,Direct Hotel,Visa on Arrival,No,Desert,Historical Sites,13687.27,3302.38,3935.63,1562.98,4886.28,Bank Transfer,95,Yes,Yes,5,Very Satisfied,Yes,11,Yes,No
TRP106111,17-09-2024,2024,9,Autumn,Brazil,New Zealand,65+,Female,Solo,3,Leisure,Road Trip,4,Airbnb/Vacation Rental,Tour Operator,Visa Free,No,Tropical,Wildlife/Safari,768.78,249.45,201.76,143.02,174.55,Credit Card,89,No,No,3,Neutral,No,1,Yes,Yes
TRP106112,08-06-2023,2023,6,Summer,South Korea,Croatia,65+,Male,Couple,3,Educational,Cruise,7,Resort,Airline Website,Business Visa,Yes,Temperate,Wellness/Spa,4382.04,1932.58,1086.49,845.77,517.2,Credit Card,267,No,Yes,5,Very Satisfied,Yes,11,Yes,No
TRP106113,19-06-2020,2020,6,Summer,France,Egypt,45-54,Male,Family,12,Eco-Tourism,Road Trip,4,3-Star Hotel,Airline Website,Visa on Arrival,Yes,Mediterranean,Wellness/Spa,1328.35,382.51,508.99,245.19,191.66,Debit Card,71,No,Yes,4,Satisfied,Yes,14,Yes,No
TRP106114,29-07-2023,2023,7,Summer,France,Australia,45-54,Male,Senior Group,11,Business,Flight,30,3-Star Hotel,Online Travel Agency,Tourist Visa,No,Arctic/Cold,Cities/Urban,6085.84,2521.36,1934.45,1190.77,439.26,Cash,89,No,No,2,Dissatisfied,Yes,13,Yes,Yes
TRP106115,25-04-2021,2021,4,Spring,Norway,Iceland,65+,Male,Business Group,6,Cultural,Ferry,2,5-Star Hotel,Online Travel Agency,Tourist Visa,Yes,Mountainous,Mountains/Trekking,334.4,150.18,131.17,65.81,-12.76,Bank Transfer,178,Yes,Yes,3,Neutral,Yes,15,Yes,No
TRP106116,31-10-2021,2021,10,Autumn,Canada,UAE (Dubai),55-64,Female,Solo,10,Adventure,Road Trip,14,Boutique Hotel,Airline Website,E-Visa,Yes,Tropical,Beaches,6423.92,2075.73,2037.92,1119.34,1190.93,Cryptocurrency,99,Yes,No,5,Very Satisfied,No,4,No,Yes
TRP106117,04-08-2020,2020,8,Summer,Germany,Mexico,25-34,Male,Solo,8,Educational,Flight,29,Resort,Airline Website,Tourist Visa,Yes,Mountainous,Food & Cuisine,8431.54,2072.22,1933.86,1742.54,2682.92,Debit Card,56,No,Yes,5,Very Satisfied,Yes,14,Yes,No
TRP106118,18-09-2022,2022,9,Autumn,Turkey,Indonesia (Bali),55-64,Non-Binary,Business Group,11,Medical,Train,22,5-Star Hotel,Direct Hotel,E-Visa,Yes,Arctic/Cold,Theme Parks,4525.71,2021.19,1306.93,1120.68,76.91,Travel Card,271,Yes,No,5,Very Satisfied,No,1,Yes,Yes
TRP106119,03-06-2021,2021,6,Summer,Norway,Greece,35-44,Male,Friends Group,7,Medical,Cruise,27,4-Star Hotel,Online Travel Agency,Tourist Visa,No,Mountainous,Cities/Urban,21282.17,8151.41,6746.84,2681.3,3702.62,Credit Card,231,No,Yes,4,Satisfied,No,10,Yes,No
TRP106120,22-06-2024,2024,6,Summer,South Africa,Iceland,45-54,Male,Family,1,Educational,Flight,15,Camping,Direct Hotel,Visa on Arrival,Yes,Mountainous,Theme Parks,3537.6,1486.89,1414.04,788.6,-151.93,Debit Card,4,Yes,Yes,5,Very Satisfied,Yes,4,Yes,No
TRP106121,03-01-2024,2024,1,Winter,Australia,Thailand,45-54,Male,Couple,2,Medical,Train,14,Airbnb/Vacation Rental,Airline Website,Visa on Arrival,Yes,Arctic/Cold,Art & Museums,5430.2,2293.48,1711.39,1040.91,384.42,Credit Card,359,Yes,Yes,1,Very Dissatisfied,No,6,Yes,No
TRP106122,12-12-2023,2023,12,Winter,Argentina,Australia,35-44,Male,Family,11,Eco-Tourism,Cruise,28,Camping,Mobile App,Visa on Arrival,Yes,Tropical,Food & Cuisine,7047.4,2428.47,2145.45,768.08,1705.4,Cash,274,Yes,No,5,Very Satisfied,No,13,Yes,No
TRP106123,22-07-2024,2024,7,Summer,Australia,Kenya,55-64,Female,Senior Group,8,Religious,Flight,5,4-Star Hotel,Airline Website,Tourist Visa,Yes,Tropical,Mountains/Trekking,1112.57,487.04,295.76,180.58,149.19,Travel Card,145,No,Yes,2,Dissatisfied,Yes,15,Yes,No
TRP106124,29-08-2022,2022,8,Summer,Turkey,Croatia,18-24,Male,Senior Group,12,Religious,Cruise,8,Hostel,Direct Hotel,Visa Free,Yes,Arctic/Cold,Mountains/Trekking,2155.13,691.92,539.16,443.56,480.49,Cash,174,Yes,No,2,Dissatisfied,Yes,7,Yes,No
TRP106125,29-12-2020,2020,12,Winter,Canada,Thailand,35-44,Female,Family,1,Leisure,Train,23,Camping,Travel Agent,E-Visa,Yes,Desert,Beaches,7784.84,3140.36,1707.08,1604.62,1332.78,Travel Card,290,Yes,Yes,5,Very Satisfied,Yes,3,Yes,No
TRP106126,06-05-2022,2022,5,Spring,Thailand,New Zealand,25-34,Male,Senior Group,6,Business,Road Trip,11,Resort,Online Travel Agency,Visa Free,No,Mediterranean,Food & Cuisine,5030.55,2100.88,1405.78,1246.4,277.49,Bank Transfer,56,Yes,Yes,3,Neutral,Yes,2,Yes,No
TRP106127,16-10-2019,2019,10,Autumn,Turkey,Portugal,35-44,Male,Business Group,12,Medical,Train,8,Airbnb/Vacation Rental,Online Travel Agency,E-Visa,No,Mediterranean,Beaches,2968.46,802.54,663.79,674.07,828.06,Travel Card,316,No,Yes,5,Very Satisfied,Yes,4,Yes,No
TRP106128,24-06-2022,2022,6,Summer,South Korea,Croatia,65+,Male,Couple,1,Adventure,Ferry,22,Hostel,Tour Operator,Visa on Arrival,No,Mediterranean,Mountains/Trekking,13242.43,4340.04,4938.12,2284.19,1680.08,Bank Transfer,102,No,Yes,5,Very Satisfied,Yes,7,Yes,No
TRP106129,31-10-2019,2019,10,Autumn,South Korea,Morocco,45-54,Female,Couple,3,Eco-Tourism,Flight,16,4-Star Hotel,Airline Website,Visa Free,No,Temperate,Mountains/Trekking,5304.82,1379.39,1126.45,954.81,1844.17,Credit Card,68,No,No,3,Neutral,Yes,8,Yes,Yes
TRP106130,19-02-2020,2020,2,Winter,France,Turkey,18-24,Female,Couple,4,Educational,Cruise,16,3-Star Hotel,Travel Agent,Tourist Visa,No,Mountainous,Wildlife/Safari,2742.93,648.92,970,470.9,653.11,Credit Card,128,No,No,4,Satisfied,Yes,12,Yes,No
TRP106131,27-04-2021,2021,4,Spring,Norway,France,55-64,Female,Family,8,Business,Flight,5,Boutique Hotel,Direct Hotel,Tourist Visa,Yes,Desert,Theme Parks,1279.06,335.12,384.69,213.98,345.27,Credit Card,260,No,Yes,3,Neutral,No,5,Yes,No
TRP106132,22-06-2022,2022,6,Summer,United Kingdom,Greece,35-44,Female,Friends Group,8,Religious,Ferry,24,Boutique Hotel,Airline Website,Tourist Visa,Yes,Tropical,Theme Parks,11530.29,3620.05,2581.33,2802.54,2526.37,Travel Card,217,No,No,5,Very Satisfied,Yes,10,Yes,No
TRP106133,21-08-2023,2023,8,Summer,United Kingdom,New Zealand,25-34,Female,Friends Group,11,Business,Flight,24,Boutique Hotel,Mobile App,Business Visa,Yes,Tropical,Theme Parks,9206.95,3309.28,1924.35,1729.28,2244.04,Credit Card,2,Yes,Yes,2,Dissatisfied,Yes,11,Yes,No
TRP106134,28-08-2021,2021,8,Summer,France,Czech Republic,35-44,Male,Business Group,2,Eco-Tourism,Flight,7,3-Star Hotel,Mobile App,Tourist Visa,Yes,Temperate,Wildlife/Safari,3207.71,1006.45,1004.38,417.92,778.96,Debit Card,360,No,No,4,Satisfied,Yes,7,Yes,No
TRP106135,24-12-2020,2020,12,Winter,South Korea,UAE (Dubai),18-24,Female,Couple,7,Educational,Road Trip,25,Resort,Mobile App,Visa Free,No,Temperate,Food & Cuisine,10228.07,3221.28,3076.04,2362,1568.75,Cryptocurrency,332,No,Yes,3,Neutral,No,7,Yes,No
TRP106136,24-09-2023,2023,9,Autumn,South Africa,UAE (Dubai),55-64,Female,Solo,11,Leisure,Flight,21,Boutique Hotel,Travel Agent,Visa on Arrival,Yes,Mediterranean,Wellness/Spa,2428.44,918.28,506.93,481.53,521.7,Cryptocurrency,334,No,Yes,5,Very Satisfied,Yes,15,Yes,No
TRP106137,27-01-2024,2024,1,Winter,Russia,Spain,45-54,Female,Couple,4,Cultural,Train,27,5-Star Hotel,Tour Operator,Visa on Arrival,Yes,Tropical,Theme Parks,3196.99,1225.57,751.89,703.88,515.65,Credit Card,168,No,No,3,Neutral,Yes,9,Yes,Yes
TRP106138,16-04-2020,2020,4,Spring,Australia,New Zealand,45-54,Female,Senior Group,6,Cultural,Flight,6,4-Star Hotel,Mobile App,Visa on Arrival,Yes,Mediterranean,Wellness/Spa,1891.7,608.73,703.75,210.85,368.37,Travel Card,240,No,Yes,5,Very Satisfied,No,14,Yes,No
TRP106139,18-10-2021,2021,10,Autumn,South Africa,Croatia,18-24,Male,Solo,9,Business,Road Trip,21,Camping,Travel Agent,Visa Free,Yes,Tropical,Beaches,7274.25,2747.3,1832.24,1540.31,1154.4,Cryptocurrency,337,No,No,5,Very Satisfied,Yes,11,Yes,Yes
TRP106140,02-12-2021,2021,12,Winter,Mexico,Maldives,45-54,Male,Friends Group,8,Religious,Flight,13,4-Star Hotel,Travel Agent,E-Visa,Yes,Mountainous,Theme Parks,9669.6,2587.86,2236.22,1710.04,3135.48,Bank Transfer,311,No,No,4,Satisfied,Yes,9,Yes,No
TRP106141,02-09-2024,2024,9,Autumn,Norway,France,65+,Male,Family,1,Leisure,Train,2,Hostel,Mobile App,Tourist Visa,No,Mediterranean,Theme Parks,615.37,231.07,223.88,134.04,26.38,Debit Card,339,No,No,4,Satisfied,Yes,14,Yes,No
TRP106142,31-03-2020,2020,3,Spring,United Kingdom,Switzerland,18-24,Female,Couple,10,Business,Ferry,29,Boutique Hotel,Mobile App,Tourist Visa,No,Arctic/Cold,Historical Sites,7100.28,2921.26,2795.71,1729.56,-346.25,Cryptocurrency,115,No,Yes,3,Neutral,Yes,7,Yes,No
TRP106143,27-08-2024,2024,8,Summer,Italy,Indonesia (Bali),35-44,Female,Friends Group,1,Leisure,Cruise,9,Boutique Hotel,Tour Operator,E-Visa,Yes,Arctic/Cold,Food & Cuisine,1123.59,474.22,322.11,120.16,207.1,Credit Card,100,Yes,No,5,Very Satisfied,Yes,13,Yes,No
TRP106144,27-06-2024,2024,6,Summer,Saudi Arabia,Maldives,18-24,Female,Friends Group,8,Eco-Tourism,Road Trip,2,Hostel,Airline Website,Business Visa,No,Arctic/Cold,Cities/Urban,1582.75,585.63,353.15,177.78,466.19,Cryptocurrency,280,No,No,4,Satisfied,No,1,Yes,No
TRP106145,16-08-2021,2021,8,Summer,Indonesia,Spain,35-44,Female,Friends Group,7,Cultural,Train,6,5-Star Hotel,Online Travel Agency,Visa on Arrival,No,Desert,Cities/Urban,591.17,240.69,187.74,101.09,61.65,Travel Card,145,No,No,4,Satisfied,No,10,No,No
TRP106146,11-09-2024,2024,9,Autumn,Argentina,Spain,25-34,Male,Family,8,Educational,Flight,23,Resort,Tour Operator,Tourist Visa,Yes,Tropical,Historical Sites,2846.25,818.94,749.29,344.81,933.21,Debit Card,237,Yes,Yes,1,Very Dissatisfied,Yes,14,Yes,No
TRP106147,18-01-2020,2020,1,Winter,Sweden,Greece,25-34,Male,Couple,7,Business,Flight,7,4-Star Hotel,Travel Agent,Visa on Arrival,Yes,Temperate,Cities/Urban,3604.68,1057.06,743.05,865.48,939.09,Cash,217,No,Yes,4,Satisfied,Yes,2,No,Yes
TRP106148,01-12-2024,2024,12,Winter,Spain,Australia,18-24,Female,Senior Group,8,Medical,Cruise,30,3-Star Hotel,Mobile App,Visa on Arrival,Yes,Arctic/Cold,Beaches,4666.11,1642.46,1704.43,710.59,608.63,Credit Card,215,No,Yes,3,Neutral,Yes,6,Yes,No
TRP106149,25-09-2023,2023,9,Autumn,Japan,Switzerland,18-24,Female,Business Group,3,Religious,Road Trip,22,3-Star Hotel,Online Travel Agency,E-Visa,No,Arctic/Cold,Cities/Urban,4506.23,1502.88,1559.86,551.45,892.04,Cryptocurrency,258,No,Yes,3,Neutral,No,10,Yes,Yes
TRP106150,04-06-2024,2024,6,Summer,Australia,Canada,55-64,Female,Business Group,8,Adventure,Flight,4,5-Star Hotel,Direct Hotel,Visa Free,No,Mediterranean,Wildlife/Safari,2639.37,1121.56,688.93,352.19,476.69,Cryptocurrency,51,Yes,Yes,5,Very Satisfied,Yes,1,Yes,Yes
TRP106151,16-09-2021,2021,9,Autumn,Australia,Switzerland,35-44,Male,Business Group,5,Religious,Cruise,16,4-Star Hotel,Airline Website,Business Visa,Yes,Temperate,Wildlife/Safari,1897.44,431.08,727.38,455.1,283.88,Debit Card,33,No,Yes,5,Very Satisfied,Yes,13,Yes,No
TRP106152,12-09-2024,2024,9,Autumn,Netherlands,France,55-64,Female,Solo,9,Business,Road Trip,6,Resort,Travel Agent,Visa on Arrival,No,Mediterranean,Wellness/Spa,2711.19,605.16,766.09,588.59,751.35,Bank Transfer,292,No,Yes,1,Very Dissatisfied,No,9,Yes,No
TRP106153,06-06-2019,2019,6,Summer,Russia,Mexico,45-54,Male,Friends Group,12,Adventure,Flight,29,4-Star Hotel,Direct Hotel,Business Visa,Yes,Tropical,Wildlife/Safari,10688.74,3350.26,3376.42,2172.14,1789.92,Travel Card,296,No,Yes,4,Satisfied,No,6,Yes,Yes
TRP106154,08-11-2023,2023,11,Autumn,South Africa,Indonesia (Bali),45-54,Female,Couple,8,Leisure,Road Trip,25,Camping,Mobile App,E-Visa,Yes,Desert,Beaches,2015.36,452.59,804.4,333.87,424.5,Debit Card,67,No,No,4,Satisfied,No,15,Yes,No
TRP106155,08-04-2019,2019,4,Spring,Indonesia,UAE (Dubai),55-64,Male,Solo,2,Business,Road Trip,15,Boutique Hotel,Tour Operator,Visa on Arrival,No,Arctic/Cold,Wildlife/Safari,5739.86,2548.02,1737.25,614.41,840.18,Cryptocurrency,27,No,Yes,5,Very Satisfied,Yes,4,Yes,Yes
TRP106156,07-02-2021,2021,2,Winter,Japan,Switzerland,35-44,Female,Friends Group,1,Business,Road Trip,19,Airbnb/Vacation Rental,Travel Agent,Visa on Arrival,No,Tropical,Wellness/Spa,4026.32,1138.07,1205.62,622.17,1060.46,Cryptocurrency,117,No,No,2,Dissatisfied,Yes,11,No,No
TRP106157,02-02-2023,2023,2,Winter,Saudi Arabia,New Zealand,18-24,Female,Solo,4,Adventure,Train,17,Resort,Tour Operator,Visa on Arrival,No,Desert,Beaches,2971.16,1296.7,738.8,502.39,433.27,Cash,218,No,No,5,Very Satisfied,Yes,4,No,No
TRP106158,10-05-2021,2021,5,Spring,Norway,Czech Republic,45-54,Female,Couple,12,Educational,Ferry,7,Resort,Direct Hotel,Visa on Arrival,Yes,Mediterranean,Wildlife/Safari,4048.8,1263.15,1436.86,560.08,788.71,Bank Transfer,277,No,Yes,4,Satisfied,Yes,6,Yes,Yes
TRP106159,14-06-2022,2022,6,Summer,Germany,Australia,45-54,Male,Friends Group,2,Business,Flight,26,Resort,Travel Agent,Tourist Visa,Yes,Mountainous,Mountains/Trekking,15736.98,4124.97,5446.58,2617.89,3547.54,Credit Card,188,No,No,5,Very Satisfied,Yes,5,No,No
TRP106160,12-10-2020,2020,10,Autumn,China,Maldives,45-54,Male,Couple,8,Eco-Tourism,Road Trip,25,3-Star Hotel,Tour Operator,Business Visa,No,Temperate,Mountains/Trekking,6662.82,2257.46,2438.68,1395.22,571.46,Credit Card,98,No,Yes,5,Very Satisfied,Yes,15,Yes,No
TRP106161,23-10-2021,2021,10,Autumn,Thailand,Greece,25-34,Male,Senior Group,1,Religious,Flight,15,Boutique Hotel,Online Travel Agency,Tourist Visa,No,Arctic/Cold,Wildlife/Safari,12512.31,4726.09,4876.01,1601.02,1309.19,Credit Card,305,No,Yes,5,Very Satisfied,Yes,15,Yes,No
TRP106162,09-03-2020,2020,3,Spring,Saudi Arabia,New Zealand,45-54,Female,Senior Group,6,Business,Flight,28,Boutique Hotel,Direct Hotel,Visa on Arrival,No,Desert,Mountains/Trekking,12381.6,3549.35,3473.02,1679.95,3679.28,Cash,154,No,No,3,Neutral,No,1,Yes,Yes
TRP106163,22-12-2023,2023,12,Winter,Norway,France,18-24,Female,Solo,1,Medical,Train,25,Boutique Hotel,Travel Agent,Visa on Arrival,No,Mountainous,Wellness/Spa,11245.79,4548.76,2997.92,2264.79,1434.32,Cryptocurrency,102,Yes,Yes,3,Neutral,Yes,11,No,Yes
TRP106164,29-08-2019,2019,8,Summer,India,Singapore,18-24,Female,Solo,12,Business,Flight,9,5-Star Hotel,Online Travel Agency,Tourist Visa,Yes,Mediterranean,Cities/Urban,2327.59,941.64,889.73,243.43,252.79,Bank Transfer,226,No,Yes,4,Satisfied,Yes,2,No,Yes
TRP106165,07-03-2023,2023,3,Spring,Netherlands,Italy,25-34,Male,Couple,8,Leisure,Ferry,30,Resort,Airline Website,Business Visa,No,Mountainous,Mountains/Trekking,9324,3059.77,3046.69,1710.32,1507.22,Travel Card,101,Yes,Yes,2,Dissatisfied,No,9,Yes,Yes
TRP106166,12-12-2019,2019,12,Winter,China,Switzerland,45-54,Male,Couple,10,Medical,Flight,8,Airbnb/Vacation Rental,Airline Website,Visa Free,Yes,Temperate,Wildlife/Safari,1460.98,544.94,554.06,357.85,4.13,Cryptocurrency,48,No,Yes,5,Very Satisfied,Yes,10,No,Yes
TRP106167,09-05-2022,2022,5,Spring,Netherlands,Egypt,65+,Male,Senior Group,7,Adventure,Ferry,9,Airbnb/Vacation Rental,Travel Agent,E-Visa,No,Mediterranean,Historical Sites,2534.37,1037.73,651.4,499.5,345.74,Debit Card,351,No,Yes,3,Neutral,Yes,15,Yes,No
TRP106168,04-10-2023,2023,10,Autumn,Canada,Switzerland,35-44,Male,Solo,10,Eco-Tourism,Flight,14,Hostel,Tour Operator,Visa Free,Yes,Desert,Cities/Urban,1759.42,721.96,612.27,273.07,152.12,Credit Card,301,No,No,4,Satisfied,Yes,1,Yes,Yes
TRP106169,15-07-2019,2019,7,Summer,South Korea,Kenya,35-44,Non-Binary,Business Group,12,Adventure,Road Trip,7,Camping,Travel Agent,Business Visa,Yes,Arctic/Cold,Beaches,1249.05,411.4,386.19,308.32,143.14,Cryptocurrency,246,No,Yes,2,Dissatisfied,No,14,Yes,No
TRP106170,19-04-2019,2019,4,Spring,France,Kenya,45-54,Male,Friends Group,11,Adventure,Flight,19,4-Star Hotel,Tour Operator,Visa Free,No,Desert,Wildlife/Safari,2834.94,843.86,609.09,570.16,811.83,Cryptocurrency,136,Yes,Yes,4,Satisfied,Yes,7,No,No
TRP106171,17-09-2022,2022,9,Autumn,South Korea,Peru,35-44,Male,Solo,9,Leisure,Cruise,3,3-Star Hotel,Direct Hotel,Visa Free,No,Temperate,Cities/Urban,360.46,92.35,138.52,50.76,78.83,Travel Card,215,No,Yes,5,Very Satisfied,No,5,Yes,No
TRP106172,26-10-2023,2023,10,Autumn,Brazil,Croatia,45-54,Female,Solo,5,Leisure,Road Trip,9,Resort,Direct Hotel,E-Visa,No,Desert,Cities/Urban,4029.29,1024.7,1326.26,589.77,1088.56,Credit Card,248,No,No,5,Very Satisfied,Yes,10,Yes,No
TRP106173,22-07-2019,2019,7,Summer,Japan,Singapore,55-64,Non-Binary,Business Group,8,Leisure,Train,12,Camping,Tour Operator,Tourist Visa,Yes,Mountainous,Beaches,1341.36,321.39,375.94,326.22,317.81,Cryptocurrency,293,No,Yes,4,Satisfied,Yes,10,Yes,Yes
TRP106174,16-08-2024,2024,8,Summer,South Korea,Italy,25-34,Female,Solo,12,Religious,Flight,2,4-Star Hotel,Travel Agent,E-Visa,No,Desert,Historical Sites,375.3,118.98,90.66,38.12,127.54,Debit Card,119,Yes,Yes,2,Dissatisfied,Yes,4,No,No
TRP106175,27-08-2021,2021,8,Summer,Brazil,Japan,25-34,Female,Friends Group,9,Adventure,Flight,23,3-Star Hotel,Travel Agent,Visa Free,Yes,Mountainous,Wildlife/Safari,14023.26,6137.05,4774.43,2524.24,587.54,Debit Card,158,No,Yes,4,Satisfied,No,2,Yes,No
TRP106176,20-07-2021,2021,7,Summer,China,Peru,25-34,Male,Senior Group,6,Leisure,Ferry,30,3-Star Hotel,Tour Operator,E-Visa,No,Tropical,Wellness/Spa,8322.26,1737.89,3025.47,2034.93,1523.97,Credit Card,151,Yes,Yes,4,Satisfied,Yes,9,Yes,Yes
TRP106177,03-01-2020,2020,1,Winter,Argentina,Japan,35-44,Female,Senior Group,2,Adventure,Flight,7,Airbnb/Vacation Rental,Mobile App,Visa on Arrival,No,Mountainous,Wildlife/Safari,2987.75,1062.42,1110.87,620.03,194.43,Travel Card,218,Yes,Yes,4,Satisfied,Yes,12,Yes,No
TRP106178,09-03-2022,2022,3,Spring,France,Switzerland,65+,Female,Solo,9,Adventure,Flight,17,Hostel,Mobile App,E-Visa,Yes,Desert,Wellness/Spa,2409.8,1079.93,773.96,461.43,94.48,Cryptocurrency,41,Yes,No,5,Very Satisfied,Yes,3,Yes,Yes
TRP106179,29-07-2023,2023,7,Summer,Spain,Singapore,65+,Female,Family,2,Leisure,Road Trip,28,4-Star Hotel,Tour Operator,Business Visa,No,Mountainous,Food & Cuisine,3039.12,1005.19,1140.34,514.64,378.95,Debit Card,332,Yes,No,3,Neutral,Yes,14,Yes,Yes
TRP106180,09-07-2019,2019,7,Summer,China,France,55-64,Male,Solo,7,Medical,Cruise,21,3-Star Hotel,Direct Hotel,Business Visa,No,Desert,Theme Parks,14952,5155.5,4407.46,2830.64,2558.4,Cash,306,No,No,4,Satisfied,Yes,4,Yes,No
TRP106181,11-01-2020,2020,1,Winter,Thailand,Maldives,55-64,Male,Couple,3,Eco-Tourism,Ferry,13,Resort,Tour Operator,Visa on Arrival,No,Arctic/Cold,Wildlife/Safari,2506.12,988.6,618.22,551.83,347.47,Debit Card,307,No,Yes,4,Satisfied,No,15,Yes,Yes
TRP106182,24-05-2023,2023,5,Spring,Saudi Arabia,Egypt,25-34,Female,Business Group,7,Business,Road Trip,12,3-Star Hotel,Mobile App,Visa Free,No,Desert,Historical Sites,3131.01,1394.42,767.38,696.89,272.32,Debit Card,126,Yes,No,5,Very Satisfied,Yes,4,Yes,Yes
TRP106183,24-02-2019,2019,2,Winter,Spain,Iceland,45-54,Female,Senior Group,9,Leisure,Flight,30,Camping,Travel Agent,E-Visa,Yes,Mountainous,Wildlife/Safari,7154.4,2889.16,2433.25,1447.09,384.9,Debit Card,41,No,Yes,3,Neutral,No,4,Yes,No
TRP106184,15-02-2021,2021,2,Winter,Germany,Australia,65+,Female,Senior Group,7,Eco-Tourism,Ferry,28,Airbnb/Vacation Rental,Airline Website,Business Visa,Yes,Temperate,Cities/Urban,5097.76,1692.44,1554.34,1115.94,735.04,Cash,59,Yes,No,2,Dissatisfied,No,6,Yes,No
TRP106185,09-11-2020,2020,11,Autumn,Saudi Arabia,Peru,45-54,Male,Couple,12,Leisure,Flight,30,Boutique Hotel,Direct Hotel,Tourist Visa,No,Temperate,Wildlife/Safari,11092.03,2834.61,3036.99,1428.44,3791.99,Debit Card,200,Yes,No,5,Very Satisfied,Yes,1,Yes,No
TRP106186,24-07-2022,2022,7,Summer,United Kingdom,UAE (Dubai),65+,Male,Couple,6,Adventure,Ferry,11,Camping,Tour Operator,Tourist Visa,No,Mediterranean,Wildlife/Safari,2616.4,767.72,763.77,408.43,676.48,Cash,135,No,No,5,Very Satisfied,Yes,8,Yes,No
TRP106187,01-07-2023,2023,7,Summer,Argentina,Egypt,18-24,Female,Senior Group,12,Religious,Cruise,4,Airbnb/Vacation Rental,Mobile App,E-Visa,No,Temperate,Beaches,322.29,137.47,90.6,45.96,48.26,Travel Card,339,No,No,5,Very Satisfied,Yes,14,No,No
TRP106188,27-05-2024,2024,5,Spring,India,Greece,25-34,Male,Couple,7,Religious,Road Trip,14,Resort,Direct Hotel,Tourist Visa,Yes,Mediterranean,Mountains/Trekking,9571.44,3985.63,3102.13,1515.28,968.4,Credit Card,283,No,No,4,Satisfied,No,3,Yes,Yes
TRP106189,11-12-2023,2023,12,Winter,India,Italy,18-24,Male,Family,7,Medical,Flight,28,4-Star Hotel,Direct Hotel,Visa on Arrival,Yes,Mediterranean,Theme Parks,8177.4,3607.02,2788.18,1517.21,264.99,Bank Transfer,310,No,Yes,5,Very Satisfied,Yes,15,Yes,Yes
TRP106190,10-01-2022,2022,1,Winter,Indonesia,Egypt,35-44,Male,Business Group,7,Adventure,Cruise,4,Hostel,Direct Hotel,Tourist Visa,No,Mountainous,Wildlife/Safari,566.15,251.67,215.08,139.63,-40.23,Bank Transfer,113,Yes,No,4,Satisfied,No,5,Yes,Yes
TRP106191,27-07-2019,2019,7,Summer,UAE,New Zealand,18-24,Male,Family,4,Educational,Cruise,16,5-Star Hotel,Online Travel Agency,Tourist Visa,No,Mountainous,Food & Cuisine,5951.13,2273.24,2133.63,1072.59,471.67,Cryptocurrency,208,No,No,3,Neutral,Yes,13,Yes,No
TRP106192,27-12-2020,2020,12,Winter,Italy,UAE (Dubai),65+,Male,Family,4,Adventure,Flight,17,5-Star Hotel,Airline Website,E-Visa,Yes,Desert,Cities/Urban,1518.83,550.6,559.91,261.52,146.8,Cash,120,No,Yes,5,Very Satisfied,No,6,Yes,No
TRP106193,16-02-2021,2021,2,Winter,UAE,Australia,65+,Female,Couple,12,Adventure,Cruise,30,Hostel,Mobile App,Visa Free,No,Arctic/Cold,Mountains/Trekking,7948.67,2699.59,2420.15,1625.41,1203.52,Cash,331,No,Yes,4,Satisfied,Yes,2,No,No
TRP106194,18-02-2020,2020,2,Winter,Brazil,Japan,65+,Female,Couple,6,Adventure,Train,14,3-Star Hotel,Tour Operator,E-Visa,Yes,Arctic/Cold,Wildlife/Safari,9986.3,4292.89,3083.88,2451.66,157.87,Travel Card,21,No,No,5,Very Satisfied,Yes,7,No,No
TRP106195,19-03-2021,2021,3,Spring,Canada,Turkey,18-24,Female,Solo,9,Educational,Train,18,Resort,Travel Agent,Business Visa,No,Desert,Historical Sites,3300.87,1047.24,956.85,770.8,525.98,Bank Transfer,259,No,No,4,Satisfied,Yes,1,Yes,Yes
TRP106196,18-09-2022,2022,9,Autumn,Italy,Czech Republic,65+,Female,Friends Group,5,Business,Train,4,Hostel,Direct Hotel,E-Visa,Yes,Mediterranean,Theme Parks,2343.9,701.17,827.38,267.91,547.44,Travel Card,92,Yes,No,5,Very Satisfied,Yes,1,Yes,Yes
TRP106197,12-11-2023,2023,11,Autumn,Norway,UAE (Dubai),18-24,Female,Business Group,2,Cultural,Road Trip,21,5-Star Hotel,Tour Operator,Business Visa,Yes,Mountainous,Historical Sites,9480.12,2549.28,3580.11,2181.45,1169.28,Travel Card,20,Yes,Yes,3,Neutral,No,6,Yes,No
